term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0008053,"mitochondrial fusion",0.017%,-7.676,-0.020,3.338,-1.0882,0.725,0.637,8053,0
GO:0044331,"cell-cell adhesion mediated by cadherin",0.003%, 0.404,-0.375,2.642,-1.3085,0.903,0.637,44331,0
GO:0055088,"lipid homeostasis",0.041%, 4.013, 2.179,3.717,-2.2467,0.888,0.641,55088,0
GO:0016339,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",0.004%, 0.495,-0.630,2.708,-2.0136,0.956,0.643,16339,0
GO:0016575,"histone deacetylation",0.048%,-7.114,-0.171,3.787,-1.1809,0.771,0.649,16575,0
GO:0051016,"barbed-end actin filament capping",0.022%,-6.028, 1.455,3.455,-4.1141,0.620,0.651,51016,0
GO:0030833,"regulation of actin filament polymerization",0.123%,null,null,4.198,-1.7788,0.601,0.969,51016,1
GO:0034314,"Arp2/3 complex-mediated actin nucleation",0.063%,null,null,3.905,-1.6606,0.587,0.922,51016,1
GO:0032956,"regulation of actin cytoskeleton organization",0.173%,null,null,4.346,-1.0818,0.633,0.895,51016,1
GO:0030866,"cortical actin cytoskeleton organization",0.032%,null,null,3.612,-2.9221,0.713,0.788,51016,1
GO:0051493,"regulation of cytoskeleton organization",0.232%,null,null,4.474,-2.1378,0.692,0.795,51016,1
GO:0051492,"regulation of stress fiber assembly",0.016%,null,null,3.312,-1.2496,0.665,0.932,51016,1
GO:0051017,"actin filament bundle assembly",0.045%,null,null,3.762,-2.2459,0.693,0.823,51016,1
GO:0007026,"negative regulation of microtubule depolymerization",0.005%,null,null,2.821,-1.5633,0.658,0.929,51016,1
GO:0007015,"actin filament organization",0.240%,null,null,4.488,-3.2190,0.675,0.782,51016,1
GO:0031122,"cytoplasmic microtubule organization",0.026%,null,null,3.525,-1.5008,0.701,0.791,51016,1
GO:0031115,"negative regulation of microtubule polymerization",0.003%,null,null,2.513,-2.6818,0.663,0.810,51016,1
GO:0051693,"actin filament capping",0.032%,null,null,3.609,-3.6144,0.613,0.970,51016,1
GO:0030041,"actin filament polymerization",0.128%,null,null,4.215,-2.9007,0.665,0.890,51016,1
GO:0008361,"regulation of cell size",0.044%,null,null,3.749,-1.7459,0.709,0.782,51016,1
GO:0021517,"ventral spinal cord development",0.012%,-1.705, 1.657,3.176,-1.1792,0.825,0.651,21517,0
GO:1990090,"cellular response to nerve growth factor stimulus",0.004%, 2.583, 3.781,2.694,-1.0661,0.914,0.651,1990090,0
GO:0006890,"retrograde vesicle-mediated transport, Golgi to ER",0.047%, 1.692, 5.462,3.777,-1.8187,0.886,0.652,6890,0
GO:0006888,"ER to Golgi vesicle-mediated transport",0.125%,null,null,4.204,-1.4455,0.814,0.808,6890,1
GO:0006909,"phagocytosis",0.051%, 0.961, 4.495,3.813,-2.1145,0.811,0.656,6909,0
GO:0048488,"synaptic vesicle endocytosis",0.006%,null,null,2.913,-1.0882,0.779,0.755,6909,1
GO:0030100,"regulation of endocytosis",0.046%,null,null,3.774,-1.3150,0.666,0.791,6909,1
GO:0048260,"positive regulation of receptor-mediated endocytosis",0.010%,null,null,3.114,-1.1191,0.670,0.799,6909,1
GO:0031623,"receptor internalization",0.016%,null,null,3.311,-1.3150,0.755,0.739,6909,1
GO:0043277,"apoptotic cell clearance",0.009%,null,null,3.064,-1.5633,0.829,0.715,6909,1
GO:0045887,"positive regulation of synaptic growth at neuromuscular junction",0.002%,-5.166, 3.210,2.384,-1.0433,0.631,0.657,45887,0
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",0.019%, 0.695,-6.747,3.386,-2.1931,0.777,0.657,6120,0
GO:0021785,"branchiomotor neuron axon guidance",0.002%,-4.640, 3.085,2.318,-1.1191,0.651,0.658,21785,0
GO:0018105,"peptidyl-serine phosphorylation",0.087%, 0.884,-4.785,4.049,-2.1816,0.887,0.658,18105,0
GO:0008544,"epidermis development",0.058%,-2.235, 1.482,3.871,-1.1945,0.881,0.660,8544,0
GO:0007269,"neurotransmitter secretion",0.043%, 3.588, 3.697,3.739,-2.4011,0.672,0.660,7269,0
GO:0016055,"Wnt signaling pathway",0.140%,null,null,4.253,-1.3841,0.753,0.765,7269,1
GO:0006471,"protein ADP-ribosylation",0.019%, 0.159,-5.293,3.391,-1.3150,0.807,0.661,6471,0
GO:0006098,"pentose-phosphate shunt",0.287%,-0.364,-6.470,4.566,-2.3290,0.751,0.663,6098,0
GO:0046487,"glyoxylate metabolic process",0.049%,null,null,3.794,-2.1931,0.813,0.720,6098,1
GO:0009617,"response to bacterium",0.145%, 2.464, 3.732,4.271,-1.2496,0.933,0.667,9617,0
GO:1904871,"positive regulation of protein localization to Cajal body",0.002%, 2.321, 5.670,2.364,-2.6818,0.762,0.668,1904871,0
GO:0031532,"actin cytoskeleton reorganization",0.028%,-7.374,-0.313,3.555,-1.5086,0.715,0.669,31532,0
GO:0021591,"ventricular system development",0.007%,-1.778, 1.677,2.943,-1.0726,0.829,0.670,21591,0
GO:0032880,"regulation of protein localization",0.219%, 3.500, 6.174,4.449,-2.4970,0.760,0.672,32880,0
GO:0030335,"positive regulation of cell migration",0.076%,null,null,3.988,-1.6365,0.678,0.735,32880,1
GO:0014912,"negative regulation of smooth muscle cell migration",0.003%,null,null,2.599,-1.0433,0.731,0.744,32880,1
GO:0001764,"neuron migration",0.030%,null,null,3.579,-1.5527,0.679,0.760,32880,1
GO:0000904,"cell morphogenesis involved in differentiation",0.188%,-6.376,-0.486,4.382,-3.1959,0.664,0.674,904,0
GO:0007286,"spermatid development",0.034%,null,null,3.643,-1.9088,0.737,0.720,904,1
GO:0007294,"germarium-derived oocyte fate determination",0.001%,null,null,2.238,-1.7416,0.775,0.726,904,1
GO:0019953,"sexual reproduction",0.275%,null,null,4.548,-1.0433,0.953,0.819,904,1
GO:0000902,"cell morphogenesis",0.948%,null,null,5.085,-2.0777,0.637,0.940,904,1
GO:0008360,"regulation of cell shape",0.640%,null,null,4.914,-2.9914,0.575,0.815,904,1
GO:0019243,"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione",0.021%, 0.862,-7.159,3.421,-1.0433,0.798,0.676,19243,0
GO:0008652,"cellular amino acid biosynthetic process",2.932%,-1.210,-6.416,5.575,-1.3150,0.733,0.677,8652,0
GO:0007077,"mitotic nuclear envelope disassembly",0.000%,-7.497, 1.184,1.771,-1.0882,0.776,0.679,7077,0
GO:0000244,"spliceosomal tri-snRNP complex assembly",0.010%,-6.878, 0.108,3.118,-1.0882,0.735,0.680,244,0
GO:0033962,"cytoplasmic mRNA processing body assembly",0.011%,-7.855, 1.709,3.145,-1.6863,0.789,0.683,33962,0
GO:0051561,"positive regulation of mitochondrial calcium ion concentration",0.002%, 2.569, 0.561,2.444,-2.1761,0.824,0.684,51561,0
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",0.017%, 2.872,-0.604,3.344,-5.6716,0.811,0.692,381,0
GO:0048025,"negative regulation of mRNA splicing, via spliceosome",0.004%,null,null,2.728,-1.7019,0.806,0.883,381,1
GO:0048026,"positive regulation of mRNA splicing, via spliceosome",0.005%,null,null,2.771,-2.6888,0.793,0.887,381,1
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.005%,null,null,2.767,-1.1792,0.775,0.968,381,1
GO:0033120,"positive regulation of RNA splicing",0.007%,null,null,2.971,-1.1191,0.800,0.861,381,1
GO:0060213,"positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.004%,null,null,2.655,-2.1931,0.777,0.816,381,1
GO:0042073,"intraciliary transport",0.019%,-5.668, 3.591,3.387,-3.4622,0.574,0.692,42073,0
GO:1905515,"non-motile cilium assembly",0.018%,null,null,3.368,-1.6469,0.702,0.790,42073,1
GO:0048490,"anterograde synaptic vesicle transport",0.004%,null,null,2.673,-3.1752,0.697,0.806,42073,1
GO:0008089,"anterograde axonal transport",0.006%,null,null,2.910,-2.6888,0.705,0.939,42073,1
GO:0035721,"intraciliary retrograde transport",0.003%,null,null,2.626,-1.4241,0.609,0.905,42073,1
GO:0060271,"cilium assembly",0.104%,null,null,4.124,-2.8011,0.672,0.880,42073,1
GO:0035735,"intraciliary transport involved in cilium assembly",0.004%,null,null,2.688,-1.9268,0.598,0.912,42073,1
GO:0035082,"axoneme assembly",0.018%,null,null,3.358,-1.0652,0.678,0.887,42073,1
GO:0036158,"outer dynein arm assembly",0.006%,null,null,2.890,-1.7788,0.688,0.925,42073,1
GO:0036159,"inner dynein arm assembly",0.005%,null,null,2.803,-2.0308,0.691,0.735,42073,1
GO:0033627,"cell adhesion mediated by integrin",0.013%, 0.402,-0.344,3.231,-1.6606,0.956,0.695,33627,0
