"","x"
"1323","Q5ZLN0"
"1324","Q5R4T3"
"1325","A3KMP2"
"1326","O09032"
"1327","Q67SW6"
"1328","Q00916"
"1329","Q969T9"
"1330","O95260"
"1331","Q9NZJ6"
"1332","P58195"
"1333","Q7Z6J6"
"1334","Q8NE28"
"1335","Q5E951"
"1336","Q9UDT6"
"1337","Q8N8E3"
"1338","Q4R628"
"1339","Q68CJ6"
"1340","P91929"
"1341","Q28034"
"1342","P51954"
"1343","Q2F637"
"1344","Q9ESX5"
"1345","P08120"
"1346","Q91YE6"
"1347","Q9UMX0"
"1348","P18428"
"1349","P32582"
"1350","A7H303"
"1351","A0JP85"
"1352","Q5JGM7"
"1353","O73817"
"1354","P41105"
"1355","Q17GM7"
"1356","P97742"
"1357","Q8VBV4"
"1358","Q8N3Y7"
"1359","Q8WZ42"
"1360","Q9CRD2"
"1361","Q24247"
"1362","Q8N0W5"
"1363","Q6P6S4"
"1364","P53067"
"1365","P87053"
"1366","Q9Y297"
"1367","Q6P799"
"1368","P46872"
"1369","Q96RY7"
"1370","B1LBX4"
"1371","P81178"
"1372","Q9BXU1"
"1373","B0BN49"
"1374","Q9BEA9"
"1375","Q96M32"
"1376","P10493"
"1377","Q16527"
"1378","Q00872"
"1379","Q8N0X2"
"1380","B6EUA9"
"1381","Q9QZD8"
"1382","Q96PZ7"
"1383","Q14117"
"1384","Q02357"
"1385","Q9UIF3"
"1386","P53367"
"1387","Q91ZU6"
"1388","P40925"
"1389","Q3TZZ7"
"1390","Q8VBX6"
"1391","Q3ULD5"
"1392","Q12523"
"1393","O75970"
"1394","P41226"
"1395","O13775"
"1396","Q6DDY9"
"1397","Q96M91"
"1398","Q05609"
"1399","Q9H095"
"1400","P46871"
"1401","O97593"
"1402","P46976"
"1403","P18421"
"1404","O34660"
"1405","P91427"
"1406","Q8R3N6"
"1407","B6ETT4"
"1408","P61963"
"1409","O88941"
"1410","Q5PPV3"
"1411","Q8TSA6"
"1412","Q1HR24"
"1413","Q8N0N3"
"1414","P16332"
"1415","P07347"
"1416","O30409"
"1417","Q2EJA0"
"1418","P15870"
"1419","P49013"
"1420","Q969N2"
"1421","P00125"
"1422","Q58EK5"
"1423","P26636"
"1424","O93327"
"1425","Q920F6"
"1426","Q9P2H3"
"1427","A0AVT1"
"1428","Q8CGC7"
"1429","Q9QUJ7"
"1430","Q9I7U4"
"1431","P46507"
"1432","Q9V535"
"1433","P20740"
"1434","Q8IX30"
"1435","P59326"
"1436","Q9QY36"
"1437","O96081"
"1438","Q8K057"
"1439","Q61831"
"1440","Q7TPH6"
"1441","Q9HGQ2"
"1442","Q6TGS6"
"1443","Q9EQX4"
"1444","Q9EPU0"
"1445","P08051"
"1446","P34732"
"1447","Q6DFC2"
"1448","P55786"
"1449","Q80U22"
"1450","O75592"
"1451","O88801"
"1452","P41003"
"1453","Q63ZW7"
"1454","Q52I78"
"1455","Q90YV7"
"1456","Q07646"
"1457","C8YR32"
"1458","Q9WVC0"
"1459","Q9D7M1"
"1460","Q7XMK8"
"1461","P14618"
"1462","Q7ZXB8"
"1463","Q66KC4"
"1464","Q96QU1"
"1465","Q6TH15"
"1466","Q8TDW7"
"1467","O95995"
"1468","Q21313"
"1469","P30151"
"1470","Q969R2"
"1471","P53708"
"1472","Q5VST9"
"1473","Q14697"
"1474","A4W960"
"1475","Q174R2"
"1476","Q5UQG7"
"1477","Q09884"
"1478","Q9FHN8"
"1479","P35611"
"1480","Q38942"
"1481","Q96RW7"
"1482","P00129"
"1483","Q8CHN8"
"1484","B3M1E1"
"1485","Q00WL5"
"1486","Q5TZA2"
"1487","Q5R3I4"
"1488","Q9VWA1"
"1489","P23678"
"1490","P55327"
"1491","Q9WUA2"
"1492","Q9GLV6"
"1493","Q568D2"
"1494","O01393"
"1495","Q8BTU1"
"1496","Q5RHP9"
"1497","Q6GL69"
"1498","Q24524"
"1499","Q9VUV9"
"1500","P30170"
"1501","Q3TGF2"
"1502","A5D7H2"
"1503","O95428"
"1504","Q91Y81"
"1505","Q53FZ2"
"1506","P20742"
"1507","Q9R0Q6"
"1508","Q92621"
"1509","P36975"
"1510","P61082"
"1511","Q923G2"
"1512","Q9I676"
"1513","P23438"
"1514","Q61233"
"1515","O75643"
"1516","P51116"
"1517","Q9LQ12"
"1518","Q64605"
"1519","Q8NEG2"
"1520","Q32L50"
"1521","Q9WUC8"
"1522","Q80T79"
"1523","Q9H3G5"
"1524","Q8NFP9"
"1525","Q6PA26"
"1526","Q7REH6"
"1527","Q5GIS3"
"1528","P23004"
"1529","Q5PQP1"
"1530","Q801S2"
"1531","O46160"
"1532","Q6UXX5"
"1533","Q9X5X3"
"1534","Q6DF78"
"1535","P15428"
"1536","Q8IWV7"
"1537","Q8WVM7"
"1538","A4J0S6"
"1539","Q9W1M8"
"1540","Q869C3"
"1541","Q29000"
"1542","Q32KJ6"
"1543","Q14978"
"1544","Q91145"
"1545","Q6P7W0"
"1546","P27169"
"1547","O02466"
"1548","P02542"
"1549","Q6ZWJ8"
"1550","Q9UHP6"
"1551","Q9BE70"
"1552","Q25490"
"1553","Q498J5"
"1554","A6QQL5"
"1555","Q25410"
"1556","P55745"
"1557","Q98943"
"1558","P52209"
"1559","B3E3I1"
"1560","A8MXQ7"
"1561","Q8HXM1"
"1562","Q9GZR1"
"1563","P07291"
"1564","B0KWT6"
"1565","Q9H0P0"
"1566","P81140"
"1567","Q863I2"
"1568","Q9BV44"
"1569","Q03567"
"1570","A5PJ65"
"1571","A6N6J5"
"1572","O16025"
"1573","Q968Y9"
"1574","O55096"
"1575","Q8BL97"
"1576","Q8TB72"
"1577","Q0PXY6"
"1578","Q503Q1"
"1579","Q4V8U5"
"1580","Q11M18"
"1581","P54351"
"1582","P27824"
"1583","O35551"
"1584","P41541"
"1585","A7MBL8"
"1586","P12815"
"1587","Q8CN04"
"1588","Q7ZYD5"
"1589","P97770"
"1590","Q6PB70"
"1591","Q6DHN0"
"1592","Q9C0B2"
"1593","P31319"
"1594","Q9UBB5"
"1595","P84104"
"1596","P82198"
"1597","C4A0P0"
"1598","P82649"
"1599","Q9CPT4"
"1600","Q19905"
"1601","Q9VWP4"
"1602","Q95M12"
"1603","P00185"
"1604","P54814"
"1605","Q9Y3I0"
"1606","Q0U1B1"
"1607","Q2PC93"
"1608","P33477"
"1609","P32234"
"1610","Q01082"
"1611","A4QND5"
"1612","Q5ZIP4"
"1613","Q63448"
"1614","Q9H720"
"1615","Q9NAD6"
"1616","Q96T60"
"1617","Q9K107"
"1618","Q9U943"
"1619","A7MBF6"
"1620","Q9ERE8"
"1621","P51648"
"1622","Q9DE27"
"1623","A4FU69"
"1624","O34962"
"1625","Q91W90"
"1626","P36404"
"1627","P11024"
"1628","Q14194"
"1629","Q28ID3"
"1630","Q01484"
"1631","Q2HWU3"
"1632","Q25010"
"1633","P50544"
"1634","Q9C5Y4"
"1635","Q01460"
"1636","Q54BM3"
"1637","Q3T000"
"1638","Q5R8R1"
"1639","P14046"
"1640","Q8TF77"
"1641","P17248"
"1642","Q497Q6"
"1643","P27653"
"1644","P62752"
"1645","P32018"
"1646","P49790"
"1647","Q06441"
"1648","P07607"
"1649","P97346"
"1650","Q8BMF3"
"1651","P30666"
"1652","Q9UJV8"
"1653","Q64520"
"1654","P22129"
"1655","P06280"
"1656","Q80U96"
"1657","Q4V8D1"
"1658","P20000"
"1659","Q9H4K1"
"1660","Q0IHH1"
"1661","Q9Y2M2"
"1662","P20073"
"1663","Q9UKG1"
"1664","Q5U316"
"1665","P52014"
"1666","Q9BXB4"
"1667","O88278"
"1668","O93309"
"1669","P35445"
"1670","Q4R550"
"1671","Q63746"
"1672","Q4R5Y0"
"1673","Q0V9R4"
"1674","P26045"
"1675","Q3SYT6"
"1676","P14401"
"1677","Q5UQ13"
"1678","Q95KV7"
"1679","Q6NX31"
"1680","Q8WQ47"
"1681","Q86Y56"
"1682","Q9UJ70"
"1683","O43040"
"1684","Q5R7L8"
"1685","Q24562"
"1686","Q5R9Z1"
"1687","Q8IZH2"
"1688","Q4R6V2"
"1689","Q5RBU7"
"1690","Q8IVF4"
"1691","Q5R837"
"1692","Q27774"
"1693","Q20496"
"1694","Q9U4L6"
"1695","O70566"
"1696","Q6NYU7"
"1697","Q63369"
"1698","O97594"
"1699","Q5R787"
"1700","Q02388"
"1701","P16468"
"1702","P97343"
"1703","Q55G11"
"1704","Q9ULG3"
"1705","Q3MHH4"
"1706","Q16TM5"
"1707","P26990"
"1708","B0UZC8"
"1709","Q1LUK1"
"1710","Q6P2Y2"
"1711","Q6DFJ3"
"1712","O00291"
"1713","Q9P2D7"
"1714","Q99020"
"1715","O70400"
"1716","Q68EM7"
"1717","Q9D903"
"1718","A4IFC4"
"1719","Q6GQN7"
"1720","P15019"
"1721","P21575"
"1722","Q4R367"
"1723","Q5PQ71"
"1724","O95487"
"1725","Q00422"
"1726","Q304B9"
"1727","B3RYG4"
"1728","Q8BN59"
"1729","P55096"
"1730","Q8JHV6"
"1731","Q9D5S7"
"1732","Q02645"
"1733","Q8NI27"
"1734","Q8SPH5"
"1735","Q7Z4L5"
"1736","Q6GPQ6"
"1737","Q8NCX0"
"1738","O97902"
"1739","A4IF97"
"1740","Q15155"
"1741","Q5ZM11"
"1742","P08991"
"1743","Q96PY5"
"1744","Q62313"
"1745","Q8CFD1"
"1746","Q8CF97"
"1747","Q2PFX5"
"1748","Q9NQ29"
"1749","Q9NEL2"
"1750","Q2YDR3"
"1751","Q80U72"
"1752","B1H120"
"1753","Q54BW4"
"1754","A8SMG2"
"1755","Q6PBA8"
"1756","A8X4W9"
"1757","P17078"
"1758","P50904"
"1759","D2HBV9"
"1760","P36576"
"1761","Q71RI9"
"1762","Q84UQ1"
"1763","Q4R4C9"
"1764","A8XV95"
"1765","Q26619"
"1766","Q569Z5"
"1767","P49793"
"1768","P09478"
"1769","Q6P0V6"
"1770","Q8IVU9"
"1771","Q08DN7"
"1772","Q04678"
"1773","A5E1W4"
"1774","P51821"
"1775","Q68F50"
"1776","P18238"
"1777","Q9SEX2"
"1778","P49407"
"1779","Q4KLF8"
"1780","O18412"
"1781","Q5AW89"
"1782","Q5I085"
"1783","P15498"
"1784","O61577"
"1785","A1A5Q4"
"1786","Q3V096"
"1787","G5EEH9"
"1788","P48053"
"1789","Q21253"
"1790","Q02083"
"1791","Q5U3S1"
"1792","O60264"
"1793","Q7Z3G6"
"1794","Q9W602"
"1795","O75400"
"1796","Q80TH2"
"1797","Q3V0Q1"
"1798","O35115"
"1799","Q9D6K8"
"1800","Q93092"
"1801","Q8BTS4"
"1802","P42620"
"1803","Q39565"
"1804","O88947"
"1805","B7ZC77"
"1806","Q8BKE6"
"1807","Q8C6G8"
"1808","G3UZ78"
"1809","Q7Z5K2"
"1810","Q7KZ85"
"1811","P52555"
"1812","Q96NN9"
"1813","Q96GQ7"
"1814","O96064"
"1815","O75954"
"1816","P83510"
"1817","Q9NXR5"
"1818","Q8NIV6"
"1819","Q2HEB0"
"1820","O14523"
"1821","Q5ZIU3"
"1822","Q148E0"
"1823","O62763"
"1824","Q6DRC3"
"1825","Q8J1G7"
"1826","Q0V8R6"
"1827","Q5R416"
"1828","P20397"
"1829","Q6DTM3"
"1830","Q05974"
"1831","Q9UJS0"
"1832","Q9FKK7"
"1833","Q6DRC4"
"1834","Q8BGG7"
"1835","Q5W041"
"1836","Q8WN95"
"1837","O95563"
"1838","Q8SR86"
"1839","O15066"
"1840","P52899"
"1841","Q41005"
"1842","Q9R0Y5"
"1843","P20807"
"1844","Q39610"
"1845","Q920A6"
"1846","Q08DF4"
"1847","Q9BQE4"
"1848","Q9CZY3"
"1849","Q29P71"
"1850","Q9H1K1"
"1851","Q7T3F7"
"1852","P15690"
"1853","O94826"
"1854","Q51567"
"1855","Q9XTQ6"
"1856","Q149N8"
"1857","Q9P6L5"
"1858","Q99470"
"1859","P15700"
"1860","P34152"
"1861","P54726"
"1862","O02776"
"1863","P62958"
"1864","Q92630"
"1865","P39069"
"1866","Q9V4U7"
"1867","Q9RU32"
"1868","Q15459"
"1869","Q4N4N8"
"1870","Q6RFH5"
"1871","O60237"
"1872","Q92783"
"1873","Q29261"
"1874","Q0IIE2"
"1875","A9JR78"
"1876","Q65X71"
"1877","Q8VHE6"
"1878","Q5RBP9"
"1879","O14217"
"1880","P58389"
"1881","Q6VH22"
"1882","Q90941"
"1883","Q9LK34"
"1884","A8WGF4"
"1885","Q96PE7"
"1886","Q5NDL3"
"1887","Q9NX08"
"1888","P79800"
"1889","Q3MHN0"
"1890","P25439"
"1891","Q9CXF0"
"1892","Q8IWF7"
"1893","Q9NWZ5"
"1894","Q91YS8"
"1895","Q9DBR7"
"1896","Q9Y490"
"1897","Q0VD48"
"1898","Q95M18"
"1899","Q96JB1"
"1900","Q3TKT4"
"1901","Q29496"
"1902","Q4H4B6"
"1903","Q55AX0"
"1904","Q5WRN3"
"1905","Q5RF32"
"1906","Q6NV04"
"1907","Q561P5"
"1908","Q26630"
"1909","Q6CFI3"
"1910","Q5NVD0"
"1911","P12812"
"1912","Q5R6W5"
"1913","Q02790"
"1914","O55131"
"1915","Q6GN98"
"1916","Q8BH95"
"1917","Q6DKE0"
"1918","Q07327"
"1919","Q90Z10"
"1920","Q8IZJ3"
"1921","Q9DBL1"
"1922","P62255"
"1923","P22105"
"1924","P11833"
"1925","Q9U308"
"1926","Q15428"
"1927","Q12955"
"1928","Q9HBG6"
"1929","Q12482"
"1930","Q9D6M3"
"1931","P26443"
"1932","P31401"
"1933","Q9QZ73"
"1934","Q96DY2"
"1935","Q9CX34"
"1936","Q26609"
"1937","P17276"
"1938","P06582"
"1939","Q86W92"
"1940","Q28619"
"1941","O88450"
"1942","Q7DFU6"
"1943","Q54271"
"1944","Q9NZB2"
"1945","Q5R514"
"1946","P62286"
"1947","Q9N1Q5"
"1948","O08715"
"1949","P61314"
"1950","Q13813"
"1951","Q5TDH0"
"1952","O19015"
"1953","O67802"
"1954","Q9W040"
"1955","Q8UVY2"
"1956","Q8X097"
"1957","Q4S2L4"
"1958","Q00808"
"1959","Q6PC91"
"1960","Q6DEZ2"
"1961","D3ZR10"
"1962","Q9NZ94"
"1963","Q9VFC8"
"1964","A9C3W3"
"1965","Q6P3L0"
"1966","Q12873"
"1967","O95239"
"1968","Q5DC69"
"1969","P62297"
"1970","O48626"
"1971","Q99550"
"1972","Q16363"
"1973","Q5R941"
"1974","Q5PQ44"
"1975","D5CE05"
"1976","O43264"
"1977","Q91V92"
"1978","O60610"
"1979","Q96GK7"
"1980","Q94071"
"1981","Q1JQE0"
"1982","O43615"
"1983","Q8BQM4"
"1984","Q4VSI4"
"1985","P82125"
"1986","Q9SUR9"
"1987","Q8WTU0"
"1988","P67985"
"1989","Q498M4"
"1990","P02469"
"1991","Q9UL16"
"1992","B2B9A1"
"1993","A4FV08"
"1994","Q6BT27"
"1995","Q09918"
"1996","Q6IWL4"
"1997","Q99K28"
"1998","P49020"
"1999","Q9XZC8"
"2000","Q6PK57"
"2001","Q9D7H2"
"2002","Q60803"
"2003","Q9NBX4"
"2004","Q6GLT8"
"2005","Q5ZLF0"
"2006","P70097"
"2007","P34275"
"2008","P55065"
"2009","A3RLT6"
"2010","P57784"
"2011","P59894"
"2012","Q3SY69"
"2013","Q5FVQ4"
"2014","Q06440"
"2015","Q8C079"
"2016","B4JG34"
"2017","Q68FR2"
"2018","Q8TD57"
"2019","O08848"
"2020","Q9EPU4"
"2021","Q9W4P5"
"2022","Q9NFZ7"
"2023","Q06124"
"2024","Q6ZNA5"
"2025","Q61466"
"2026","A3E4D8"
"2027","A0JPP7"
"2028","O43747"
"2029","Q8BUB4"
"2030","Q641Y2"
"2031","Q9H9H4"
"2032","Q8IYW2"
"2033","P54612"
"2034","Q2KIG0"
"2035","Q5RBA4"
"2036","Q9NQI0"
"2037","Q58D31"
"2038","A4IFD0"
"2039","P12261"
"2040","Q25117"
"2041","Q9P0K9"
"2042","P19178"
"2043","B7MPB6"
"2044","Q9D2V7"
"2045","Q13114"
"2046","Q09675"
"2047","O15084"
"2048","Q9M0V3"
"2049","Q8BG94"
"2050","Q6GNY1"
"2051","Q0JL44"
"2052","Q17LW0"
"2053","P17713"
"2054","Q5NVK4"
"2055","Q9PUE4"
"2056","P57737"
"2057","P42325"
"2058","P17980"
"2059","P62870"
"2060","Q5T655"
"2061","Q75C39"
"2062","P11064"
"2063","O00463"
"2064","Q8VX13"
"2065","Q6ZU64"
"2066","Q3UM45"
"2067","Q5ZMU6"
"2068","P15650"
"2069","Q04205"
"2070","P19174"
"2071","P02730"
"2072","Q5PYH7"
"2073","Q66PY1"
"2074","P61258"
"2075","Q13510"
"2076","Q96T37"
"2077","Q24323"
"2078","O75695"
"2079","P96576"
"2080","Q8NBS3"
"2081","P42519"
"2082","Q9UKN7"
"2083","Q86WA6"
"2084","Q8WVM8"
"2085","O00303"
"2086","P25007"
"2087","Q5ZKK5"
"2088","P55039"
"2089","Q54NN4"
"2090","O14929"
"2091","Q9H4I3"
"2092","Q6NZW8"
"2093","Q505F5"
"2094","B4NWI1"
"2095","P38929"
"2096","A7RM45"
"2097","P97524"
"2098","P21872"
"2099","P21670"
"2100","P37942"
"2101","Q29RL9"
"2102","P49355"
"2103","Q6XIM8"
"2104","Q9FYP9"
"2105","O93257"
"2106","O88554"
"2107","A1RP78"
"2108","Q8N7U6"
"2109","Q2KIL5"
"2110","Q7T163"
"2111","Q9D1Q6"
"2112","P16554"
"2113","Q562C7"
"2114","Q2TA38"
"2115","O13907"
"2116","Q9H0Z9"
"2117","Q9BZE9"
"2118","P26369"
"2119","P54802"
"2120","Q00963"
"2121","Q8K2X1"
"2122","Q99615"
"2123","O43390"
"2124","Q9VZS3"
"2125","O97758"
"2126","P23606"
"2127","Q8R151"
"2128","P28517"
"2129","Q6GGU0"
"2130","P61584"
"2131","Q8WW12"
"2132","Q12546"
"2133","Q9UBQ7"
"2134","P79896"
"2135","P48768"
"2136","Q96WV0"
"2137","Q3T0R7"
"2138","Q8IV35"
"2139","Q13077"
"2140","Q8K1J6"
"2141","Q8BTV1"
"2142","Q8HZM5"
"2143","P39826"
"2144","P21265"
"2145","O35345"
"2146","A0JM12"
"2147","Q8WXG9"
"2148","P13667"
"2149","Q9WVQ0"
"2150","P80148"
"2151","Q9SB48"
"2152","Q9ERE7"
"2153","Q3ZBV2"
"2154","Q9H074"
"2155","Q0V9S9"
"2156","Q16960"
"2157","Q5R5I4"
"2158","Q9D3W5"
"2159","Q3Y5Z3"
"2160","P69341"
"2161","Q6GNT7"
"2162","P00275"
"2163","Q0V7M0"
"2164","Q6TPH1"
"2165","P30162"
"2166","P07032"
"2167","Q5BKM3"
"2168","Q9ZLW5"
"2169","P48810"
"2170","Q5RAR6"
"2171","Q148N0"
"2172","Q874T6"
"2173","P57103"
"2174","Q54EN4"
"2175","A2BFC9"
"2176","Q9NW13"
"2177","Q99186"
"2178","Q9Y5B8"
"2179","Q9XTL9"
"2180","P21127"
"2181","Q9UUY8"
"2182","Q5U2X2"
"2183","Q5R478"
"2184","Q9D3D9"
"2185","Q8CGZ0"
"2186","Q28C55"
"2187","P22216"
"2188","Q9Z0R6"
"2189","O43795"
"2190","Q8CGQ8"
"2191","Q99JZ0"
"2192","P20478"
"2193","Q86FP7"
"2194","Q6LM58"
"2195","Q4LDE5"
"2196","Q99541"
"2197","Q9BW27"
"2198","Q9H446"
"2199","P18172"
"2200","Q7L2H7"
"2201","Q2KJC1"
"2202","Q9IBD1"
"2203","O75051"
"2204","Q9MYP6"
"2205","O54916"
"2206","Q8BX37"
"2207","Q9C102"
"2208","P62864"
"2209","Q567I9"
"2210","P79769"
"2211","Q6DGA6"
"2212","Q1HPL8"
"2213","Q99700"
"2214","O08992"
"2215","Q6R005"
"2216","Q15700"
"2217","Q6DGS3"
"2218","Q96RU3"
"2219","P24495"
"2220","Q7KZF4"
"2221","Q8N4P6"
"2222","O35206"
"2223","Q9N2W7"
"2224","P16435"
"2225","P36876"
"2226","O34399"
"2227","Q8ISP0"
"2228","Q6CDH3"
"2229","Q5I0H9"
"2230","O09111"
"2231","Q75G68"
"2232","Q923J6"
"2233","Q6ZP82"
"2234","Q9I927"
"2235","Q54PR9"
"2236","Q94517"
"2237","Q54ND5"
"2238","Q3T186"
"2239","Q9U5P1"
"2240","P02582"
"2241","Q9NKW1"
"2242","A1A4Q2"
"2243","A2VEC9"
"2244","P53356"
"2245","O02654"
"2246","Q9PTR5"
"2247","O35217"
"2248","Q26473"
"2249","P92948"
"2250","P80229"
"2251","Q5E9P9"
"2252","P00522"
"2253","Q9UKZ1"
"2254","Q04467"
"2255","Q3T0E8"
"2256","Q26972"
"2257","P80315"
"2258","Q27889"
"2259","Q80UK0"
"2260","Q95266"
"2261","Q2KN96"
"2262","Q9YIC0"
"2263","Q13630"
"2264","Q9QXG4"
"2265","P12955"
"2266","Q63009"
"2267","Q8BP40"
"2268","O33064"
"2269","Q76KF0"
"2270","P56941"
"2271","Q52G60"
"2272","Q95JL5"
"2273","P18700"
"2274","Q42384"
"2275","Q08CS6"
"2276","Q96PF2"
"2277","Q03001"
"2278","Q571E4"
"2279","Q62753"
"2280","A8FRE9"
"2281","A0AUR5"
"2282","Q9D565"
"2283","Q00168"
"2284","Q98ST7"
"2285","P37801"
"2286","Q8BXN9"
"2287","Q01240"
"2288","Q07598"
"2289","Q58746"
"2290","Q9NDC9"
"2291","B5RI54"
"2292","Q15061"
"2293","Q7TSY6"
"2294","Q09747"
"2295","Q92734"
"2296","Q25008"
"2297","Q5VZQ5"
"2298","Q86VS3"
"2299","Q6PBF7"
"2300","Q96EV8"
"2301","Q29466"
"2302","P37198"
"2303","Q5ZI08"
"2304","Q9LEV0"
"2305","Q8MV48"
"2306","Q9GZ71"
"2307","Q9UI43"
"2308","P70168"
"2309","Q5D016"
"2310","P05090"
"2311","Q70KH2"
"2312","Q505J9"
"2313","Q7F9U3"
"2314","Q9D2K4"
"2315","Q06248"
"2316","B3LYP1"
"2317","Q7TNV0"
"2318","C4JY72"
"2319","P00636"
"2320","Q6P7Q4"
"2321","O75897"
"2322","P26013"
"2323","Q5R9C7"
"2324","Q7TNJ7"
"2325","Q96EB6"
"2326","Q6NWC6"
"2327","Q6AZA0"
"2328","Q54DD3"
"2329","O88632"
"2330","Q8R0F8"
"2331","Q27802"
"2332","Q6PCJ1"
"2333","Q6NVF9"
"2334","Q9BXL6"
"2335","Q68FR8"
"2336","Q66HY8"
"2337","P23634"
"2338","B3DLH6"
"2339","Q6ZTR5"
"2340","O26884"
"2341","Q96KR1"
"2342","O16277"
"2343","Q8CFA2"
"2344","Q9P289"
"2345","Q8RWL2"
"2346","P51432"
"2347","Q3T052"
"2348","P50580"
"2349","Q9U2Q9"
"2350","Q5RAY0"
"2351","Q8N3E9"
"2352","Q96LR7"
"2353","P16621"
"2354","Q6IQ20"
"2355","O00338"
"2356","P38117"
"2357","Q91233"
"2358","P11584"
"2359","Q9D7J9"
"2360","P51397"
"2361","O94443"
"2362","P13221"
"2363","Q8NA69"
"2364","Q8ISN9"
"2365","Q24TH3"
"2366","A1A5G6"
"2367","P97852"
"2368","O19175"
"2369","Q9D172"
"2370","Q14642"
"2371","Q6DII2"
"2372","Q9NVX2"
"2373","P53603"
"2374","Q9VRP9"
"2375","Q9DE26"
"2376","P43378"
"2377","Q8AV28"
"2378","Q6PEI7"
"2379","P05556"
"2380","B1H2N3"
"2381","Q86U06"
"2382","Q9WUB3"
"2383","O97490"
"2384","P27701"
"2385","P79781"
"2386","P38656"
"2387","P08570"
"2388","Q1HR36"
"2389","P97363"
"2390","Q24537"
"2391","Q4JIJ3"
"2392","Q4J9D2"
"2393","Q96AN5"
"2394","Q9CR16"
"2395","Q09062"
"2396","O70468"
"2397","Q5ZL33"
"2398","Q9UTA8"
"2399","Q4R6J2"
"2400","Q9SMH5"
"2401","Q8BK63"
"2402","Q5REV5"
"2403","Q92796"
"2404","A8WQT4"
"2405","Q06725"
"2406","P39872"
"2407","P56395"
"2408","Q15404"
"2409","Q16943"
"2410","Q6PCB7"
"2411","Q75WF2"
"2412","P41827"
"2413","B7PS00"
"2414","O60749"
"2415","P0C6S7"
"2416","Q6GNL7"
"2417","Q99181"
"2418","Q02942"
"2419","B2HHZ8"
"2420","Q9Y5Z4"
"2421","Q8VCM8"
"2422","P48159"
"2423","Q92625"
"2424","Q15427"
"2425","P97393"
"2426","P55162"
"2427","Q9Z1B3"
"2428","Q9BX51"
"2429","Q4WF61"
"2430","P07314"
"2431","P09917"
"2432","Q08BI9"
"2433","P16885"
"2434","P79083"
"2435","P34616"
"2436","Q03049"
"2437","Q20681"
"2438","O43301"
"2439","O46581"
"2440","Q86XH1"
"2441","Q24210"
"2442","Q4R6L3"
"2443","Q57951"
"2444","Q6P0D7"
"2445","Q15393"
"2446","P49395"
"2447","Q9JHU4"
"2448","P62278"
"2449","P53371"
"2450","A8XFG2"
"2451","Q6PBU0"
"2452","P22297"
"2453","A5A8V7"
"2454","Q78EG7"
"2455","Q5R636"
"2456","Q24292"
"2457","P38650"
"2458","P0AGE8"
"2459","Q9QZK9"
"2460","Q9D6P8"
"2461","Q9QW07"
"2462","Q0IJ35"
"2463","Q04164"
"2464","P28757"
"2465","B1WAZ6"
"2466","A7RF00"
"2467","P12394"
"2468","Q99JE6"
"2469","Q9Y345"
"2470","Q3V1H9"
"2471","A8H0U0"
"2472","P0CO94"
"2473","Q9C270"
"2474","Q8BVD5"
"2475","Q9BX66"
"2476","Q9CX98"
"2477","Q01970"
"2478","Q8TF05"
"2479","Q5TC84"
"2480","Q9UBQ5"
"2481","P28024"
"2482","P50429"
"2483","P15771"
"2484","Q8TDM6"
"2485","Q90XF2"
"2486","P16121"
"2487","Q5ZKM1"
"2488","Q8VBT0"
"2489","A6RHT9"
"2490","Q15149"
"2491","Q5BLE8"
"2492","Q9ERU9"
"2493","Q803A8"
"2494","Q9DBE9"
"2495","P70399"
"2496","O57590"
"2497","Q99J82"
"2498","Q2KID6"
"2499","P32563"
"2500","Q2VRL0"
"2501","Q05086"
"2502","O48956"
"2503","P53395"
"2504","O73872"
"2505","O95714"
"2506","Q9YHU0"
"2507","O94788"
"2508","P25455"
"2509","P61222"
"2510","Q24251"
"2511","Q09JW2"
"2512","Q8IRR5"
"2513","P37223"
"2514","P42636"
"2515","P36048"
"2516","Q9H1P6"
"2517","Q66I75"
"2518","Q9WV34"
"2519","Q8BZZ3"
"2520","P15170"
"2521","Q8BK64"
"2522","P51589"
"2523","Q5XGB9"
"2524","Q92504"
"2525","P18754"
"2526","P21334"
"2527","Q96AX2"
"2528","O07399"
"2529","Q08108"
"2530","Q5XIM4"
"2531","Q2HJ57"
"2532","A0MZ67"
"2533","Q80XI3"
"2534","Q9Z1N0"
"2535","Q55DB6"
"2536","P38942"
"2537","Q96LI9"
"2538","P37119"
"2539","O61462"
"2540","Q9UQ16"
"2541","O74304"
"2542","Q92614"
"2543","Q5R660"
"2544","P31674"
"2545","P31404"
"2546","P97576"
"2547","Q6QA76"
"2548","Q704S8"
"2549","Q9P2D0"
"2550","Q5R4X4"
"2551","Q94EI3"
"2552","O35125"
"2553","Q8VEH8"
"2554","Q9W237"
"2555","P29190"
"2556","P20702"
"2557","Q32LG3"
"2558","A7ZEB6"
"2559","Q15147"
"2560","Q99L13"
"2561","Q5U3U0"
"2562","P21158"
"2563","P86786"
"2564","P0CE94"
"2565","Q8NCN5"
"2566","Q8WZK0"
"2567","Q9Z1G4"
"2568","Q5RCZ7"
"2569","D4ACN8"
"2570","Q29502"
"2571","P25071"
"2572","Q8R0G9"
"2573","P11182"
"2574","Q2TBP0"
"2575","Q14168"
"2576","Q5E9K3"
"2577","P28571"
"2578","P12431"
